id,Name
683,"Bourke, Mrs John (Catherine)"
684,"Bourke, Miss Mary"
685,"Bowen, Mr David"
686,"Bradley, Miss Bridget Delia"
687,"Braf, Miss Elin Ester Maria"
688,"Brahim, Mr Youssef"
689,"Braund, Mr Lewis Richard"
690,"Braund, Mr Owen Harris"
691,"Brobek, Mr Karl Rudolf"
692,"Brocklebank, Mr William Alfred"
693,"Buckley, Mr Daniel"
694,"Buckley, Miss Katherine"
695,"Burke, Mr Jeremiah"
696,"Burns, Miss Mary Delia"
697,"Cacic, Mr Grego"
698,"Cacic, Mr Luka"
699,"Cacic, Mr Manda"
700,"Cacic, Mr Maria"
701,"Calic, Mr Peter"
702,"Canavan, Miss Mary"
703,"Canavan, Mr Patrick"
704,"Cann, Mr Ernest"
705,"Caram (Kareem), Mr Joseph"
706,"Caram (Kareem), Mrs Joseph (Maria Elias)"
707,"Carlsson, Mr Carl Robert"
708,"Carlsson, Mr Frans Olof"
709,"Carlsson, Mr Julius"
710,"Carlsson, Mr August Sigfrid"
711,"Carr, Miss Helen"
712,"Carr, Miss Jeannie"
713,"Carver, Mr Alfred John"
714,"Cassem, Mr Nassef Belmenly"
715,"Celotti, Mr Francesco"
716,"Chartens, Mr David"
717,"Chebab, Mr Emir Farres"
718,"Chip, Mr Chang"
719,"Christmann, Mr Emil"
720,"Chronopoulos, Mr Apostolos"
721,"Chronopoulos, Mr Demetrios"
722,"Coelho, Mr Domingos Fernandes"
723,"Cohen, Mr Gurshon (Gus)"
724,"Colbert, Mr Patrick"
725,"Coleff, Mr Fotio"
726,"Coleff, Mr Peyo"
727,"Conlin, Mr Thomas Henry"
728,"Connaghton, Mr Michael"
729,"Connolly, Miss Kate"
730,"Connolly, Miss Kate"
731,"Connors, Mr Patrick"
732,"Cook, Mr Jacob"
733,"Cor, Mr Bartol"
734,"Cor, Mr Ivan"
735,"Cor, Mr Ludovik"
736,"Corn, Mr Harry"
737,"Coutts, Mrs William (Minnie)"
738,"Coutts, Master Neville"
739,"Coutts, Master William Leslie"
740,"Coxon, Mr Daniel"
741,"Crease, Mr Ernest James"
742,"Cribb, Mr John Hatfield"
743,"Cribb, Miss Laura Alice"
744,"Daher, Mr Tannous"
745,"Dahl, Mr Charles Edward"
746,"Dahlberg, Miss Gerda Ulrika"
747,"Dakic, Mr Branko"
748,"Daly, Mr Eugene"
749,"Daly, Miss Marcella"
750,"Danbom, Mr Ernst Gilbert"
751,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)"
752,"Danbom, Master Gilbert Sigvard Emanuel"
753,"Danoff, Mr Yoto"
754,"Dantchoff, Mr Khristo"
755,"Davies, Mr Alfred"
756,"Davies, Mr Evan"
757,"Davies, Mr John"
758,"Davies, Mr Joseph"
759,"Davison, Mr Thomas Henry"
760,"Davison, Mrs Thomas Henry (Mary Finck)"
761,"Dean, Mr Bertram"
762,"Dean, Mrs Bertram (Eva)"
763,"Dean, Master Bertram Vere"
764,"Dean, Miss Elizabeth Gladys (Millvena)"
765,"Delalic, Mr Regyo"
766,"De Messemaeker, Mr William Joseph"
767,"De Messemaeker, Mrs William Joseph (Anna)"
768,"De Mulder, Mr Theo"
769,"Denkoff, Mr Mito"
770,"Dennis, Mr Samuel"
771,"Dennis, Mr William"
772,"Devaney, Miss Margaret"
773,"Dewan, Mr Frank"
774,"Dibo, Mr Elias"
775,"Dimic, Mr Jovan"
776,"Dintcheff, Mr Valtcho"
777,"Dooley, Mr Patrick"
778,"Dorkings, Mr Edward Arthur"
779,"Dowdell, Miss Elizabeth"
780,"Doyle, Miss Elizabeth"
781,"Drapkin, Miss Jennie"
782,"Drazonovic, Mr Josef"
783,"Driscoll, Miss Bridget"
784,"Duquemin, Mr Joseph"
785,"Dyker, Mr Adolf Fredrik"
786,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)"
787,"Econovic, Mr Joso"
788,"Edvardsson, Mr Gustaf Hjalmar"
789,"Eklund, Mr Hans Linus"
790,"Ekstrom, Mr Johan"
791,"Elias, Mr Elias"
792,"Elias, Mr John"
793,"Elias, Mr Joseph"
794,"Elsbury, Mr James"
795,"Emanuel, Miss Virginia Ethel"
796,"Emmeth, Mr Thomas"
797,"Everett, Thomas James"
798,"Farrell, Mr James"
799,"Finoli, Mr Luigi"
800,"Fischer, Mr Eberhard Telander"
801,"Flynn, Mr James"
802,"Flynn, Mr John"
803,"Foley, Mr Joseph"
804,"Foley, Mr William"
805,"Foo, Mr Choong"
806,"Ford, Mr Arthur"
807,"Ford, Miss Doolina Margaret"
808,"Ford, Mr Edward Watson"
809,"Ford, Miss Maggie"
810,"Ford, Mrs Edward (Margaret Ann)"
811,"Ford, Mr Neil Watson"
812,"Fox, Mr Patrick"
813,"Franklin, Mr Charles"
814,"Gallagher, Mr Martin"
815,"Garfirth, Mr John"
816,"Georges, Mrs Shahini Weappi"
817,"Gilinski, Mr Leslie"
818,"Gilnagh, Miss Katie"
819,"Glynn, Miss Mary Agatha"
820,"Goldsmith, Mr Frank John"
821,"Goldsmith, Mrs Frank John (Emily A Brown)"
822,"Goldsmith, Master Frank John William"
823,"Goldsmith, Mr Nathan"
824,"Goncalves, Mr Manuel Estanslas"
825,"Goodwin, Mr Frederick"
826,"Goodwin, Mrs Frederick (Augusta)"
827,"Goodwin, Mr Charles E"
828,"Goodwin, Miss Lillian A"
829,"Goodwin, Master Harold V"
830,"Goodwin, Miss Jessie A"
831,"Goodwin, Master Sidney L"
832,"Goodwin, Master William F"
833,"Green, Mr George"
834,"Gronnestad, Mr Daniel Danielsen"
835,"Guest, Mr Robert"
836,"Gustafsson, Mr Alfred Ossian"
837,"Gustafsson, Mr Anders Vilhelm"
838,"Gustafsson, Mr Johan Birger"
839,"Gustafsson, Mr Karl Gideon"
840,"Haas, Miss Aloisia"
841,"Hagardon, Miss Kate"
842,"Hagland, Mr Ingvald Olsen"
843,"Hagland, Mr Konrad Mathias Reiersen"
844,"Hakkarainen, Mr Pekko Pietari"
845,"Hakkarainen, Mrs Pekko Pietari"
846,"Hampe, Mr Leon"
847,"Hansen, Mr Claus Peter"
848,"Hansen, Mrs Claus Peter"
849,"Hansen, Mr Henrik Juul"
850,"Hansen, Mr Henry Damsgaard"
851,"Harknett, Miss Alice"
852,"Harmer, Mr Abraham"
853,"Hart, Mr Henry"
854,"Hassan, Mr M Houssein"
855,"Healy, Miss Nora"
856,"Hedman, Mr Oscar"
857,"Hee, Mr Ling"
858,"Hegarty, Miss Nora"
859,"Heikkinen, Miss Laina"
860,"Heininen, Miss Wendla Maria"
861,"Hellstrom, Hilda Maria"
862,"Hemming, Miss Nora"
863,"Hendekovic, Mr Ignaz"
864,"Henery, Delia"
865,"Henriksson, Jenny Lovisa"
866,"Hirvonen, Mrs Alexander"
867,"Hirvonen, Miss Hildur E"
868,"Holm, Mr John Frederik Alexander"
869,"Holthen, Mr Johan Martin"
870,"Honkanen, Miss Eluna"
871,"Horgan, Mr John"
872,"Howard, Miss May"
873,"Humblin, Mr Adolf Mathias Nicolai Olsen"
874,"Hyman, Mr Abraham"
875,"Ilieff, Mr Ylio"
876,"Ilmakangas, Miss Ida Livija"
877,"Ilmakangas, Miss Pieta Sofia"
878,"Ivanoff, Mr Konio"
879,"Jansen, Mr Carl Olof"
880,"Jardin, Mr Jose Netto"
881,"Jensen, Miss Carla Christine"
882,"Jensen, Mr Hans Peder"
883,"Jensen, Mr Niels Peder"
884,"Jensen, Mr Svend Lauritz"
885,"Jermyn, Miss Annie"
886,"Johannesen-Bratthammer, Mr Bernt"
887,"Johanson, Mr Jakob Alfred"
888,"Johansson, Mr Erik"
889,"Johansson, Mr Gustaff Joel"
890,"Johansson, Mr Karl Johan"
891,"Johansson, Mr Nils"
892,"Johansson, Oscar L"
893,"Johnson, Mr Alfred"
894,"Johnson, Miss Eleanor Ileen"
895,"Johnson, Mr Malkolm Joackim"
896,"Johnson, Master Harold Theodor"
897,"Johnson, Mrs Oscar W"
898,"Johnson, Mr William Cahoone Jr"
899,"Johnston, Mr Andrew G"
900,"Johnston, Mrs Andrew G"
901,"Johnston, Miss Catherine H"
902,"Johnston, Master William A"
903,"Jonkoff, Mr Lazor"
904,"Jonsson, Mr Carl"
905,"Jonsson, Nils Hilding"
906,"Jussila, Miss Aina Maria"
907,"Jussila, Mr Erik"
908,"Jussila, Miss Katriina"
909,"Kallio, Mr Nikolai Erland"
910,"Kalvig, Mr Johannes K Halverson"
911,"Karajic, Mr Milan"
912,"Karlsson, Mr Einar Gervasius"
913,"Karlsson, Mr Julius Konrad Eugen"
914,"Karlsson, Mr Nils August"
915,"Karun, Miss Anna Mary"
916,"Karun, Mr Franz"
917,"Kassem, Mr Fared"
918,"Keane, Mr Andrew"
919,"Keefe, Mr Arthur"
920,"Kekic, Mr Tido"
921,"Kelly, Miss Anna Kate"
922,"Kelly, Mr James"
923,"Kelly, Mr James"
924,"Kelly, Miss Mary"
925,"Kennedy, Mr John"
926,"Khalil, Mr Betros"
927,"Khalil, Mrs Betros"
928,"Khalil, Mr Saad"
929,"Kiernan, Mr John"
930,"Kiernan, Mr Philip"
931,"Kilgannon, Mr Thomas"
932,"Kink, Mr Anton"
933,"Kink, Mrs Anton (Louise Heilmann)"
934,"Kink, Miss Louise Gretchen"
935,"Kink, Miss Maria"
936,"Kink, Mr Vincenz"
937,"Klasen, Miss Gertrud Emilia"
938,"Klasen, Mrs Hulda Kristina"
939,"Klasen, Mr Klas Albin"
940,"Kraeff, Mr Theodor"
941,"Krekorian, Mr Neshan"
942,"Lahowd, Mr Sarkis"
943,"Laitinen, Miss Kritina Sofia"
944,"Laleff, Mr Kristo"
945,"Lam, Mr Ali"
946,"Lam, Mr Len"
947,"Landegren, Miss Aurora Adelia"
948,"Lane, Mr Patrick"
949,"Lang, Mr Fang"
950,"Larsson, Mr August Viktor"
951,"Larsson, Mr Bengt Edvin"
952,"Larsson-Rondberg, Mr Edvard"
953,"Leeni, Mr Fahim"
954,"Lefebre, Mrs Frank"
955,"Lefebre, Master Henry"
956,"Lefebre, Miss Ida"
957,"Lefebre, Miss Jeannie"
958,"Lefebre, Miss Mathilde"
959,"Leinonen, Mr Antti Gustaf"
960,"Lemberopolous, Mr Peter L"
961,"Lemom, Mr Denis"
962,"Lemon, Miss Mary"
963,"Leonard, Mr Lionel"
964,"Lester, Mr James"
965,"Lindahl, Miss Agda V"
966,"Lindblom, Miss Augusta Charlotta"
967,"Lindell, Mr Edvard Bengtsson"
968,"Lindell, Mrs Edvard Bengtsson"
969,"Lindqvist, Eino William"
970,"Linehan, Mr Michael"
971,"Ling, Mr Lee"
972,"Lithman, Mr Simon"
973,"Lobb, Mr William Arthur"
974,"Lobb, Mrs William Arthur"
975,"Lockyer, Mr Edward"
976,"Lovell, Mr John"
977,"Lulich, Mr Nicola"
978,"Lundahl, Mr Johan"
979,"Lundin, Miss Olga Elida"
980,"Lundstrom, Mr Thure Edvin"
981,"Lyntakoff, Mr Stanko"
982,"MacKay, Mr George William"
983,"Madigan, Miss Margaret"
984,"Madsen, Mr Frithiof"
985,"Maenpaa, Mr Matti Alexanteri"
986,"Mahon, Miss Delia"
987,"Maisner, Mr Simon"
988,"Makinen, Mr Kalle Edvard"
989,"Mamee, Mr Hanna"
990,"Mangan, Miss Mary"
991,"Mannion, Miss Margareth"
992,"Mansour, Mr Hanna"
993,"Mardirosian, Mr Sarkis"
994,"Marinko, Mr Dmitri"
995,"Markim, Mr Johann"
996,"Markoff, Mr Marin"
997,"Masselmany, Mrs Fatima"
998,"Matinoff, Mr Nicola"
999,"McCarthy, Miss Katie"
1000,"McCormack, Mr Thomas J"
1001,"McCoy, Miss Agnes"
1002,"McCoy, Miss Alice"
1003,"McCoy, Mr Bernard"
1004,"McDermott, Miss Delia"
1005,"McElroy, Mr Michael"
1006,"McGovern, Mrs Hugh"
1007,"McGowan, Miss Anna"
1008,"McGowan, Miss Katherine"
1009,"McMahon, Mr Martin"
1010,"McNamee, Mr Neal"
1011,"McNamee, Mrs Neal"
1012,"Meanwell, Miss Marion Ogden"
1013,"Mechen, Mr John"
1014,"Meek, Mrs Thomas"
1015,"Melkebuk, Mrs Philemon"
1016,"Meo, Mr Alfonso"
1017,"Midtsjo, Mr Karl Albert"
1018,"Mihoff, Mr Stoytcho"
1019,"Miles, Mr Frank"
1020,"Mineff, Mr Ivan"
1021,"Minkoff, Mr Lazar"
1022,"Mirko, Mr Dika"
1023,"Mitkoff, Mr Mito"
1024,"Mocklare, Miss Helen Mary"
1025,"Moen, Mr Sigurd H"
1026,"Moor, Mrs Beila"
1027,"Moor, Master Meier"
1028,"Moore, Mr Leonard Charles"
1029,"Moran, Miss Bertha"
1030,"Moran, Mr Daniel J"
1031,"Moran, Mr James"
1032,"Morley, Mr Henry Samuel"
1033,"Morrow, Mr Thomas Rowan"
1034,"Moubarek (Borak), Mr Hanna (John)"
1035,"Moubarek, Mrs George"
1036,"Moubarek, Master George"
1037,"Moubarek, Master William George"
1038,"Moss, Albert Johan"
1039,"Moussa, Mrs Mantoura Baloics"
1040,"Moutal, Mr Rahamin"
1041,"Mullins, Miss Katie"
1042,"Mulvihill, Miss Bertha E"
1043,"Murdlin, Mr Joseph"
1044,"Murphy, Miss Katherine"
1045,"Murphy, Miss Margaret"
1046,"Murphy, Miss Nora"
1047,"Myhrman, Mr Pehr Fabian Oliver Malkolm"
1048,"Nackid, Miss Maria"
1049,"Nackid, Mr Said"
1050,"Nackid, Mrs Said"
1051,"Nahill, Mr Toufik"
1052,"Naidenoff, Mr Penko"
1053,"Nancarrow, W H"
1054,"Niklasen, Sander"
1055,"Nosworthy, Richard C"
1056,"Najib, Miss Adele Kiamie"
1057,"Nancarrow, Mr William Henry"
1058,"Nankoff, Mr Minko"
1059,"Nasr, Mr Mustafa"
1060,"Nassr, Mr Saade Jean"
1061,"Naughton, Miss Hannah"
1062,"Nemaugh, Mr Robert"
1063,"Nenkoff, Mr Christo"
1064,"Nicola-Yarred, Miss Jamila"
1065,"Nicola-Yarred, Master Elias"
1066,"Nieminen, Miss Manta Josefina"
1067,"Niklasson, Mr Samuel"
1068,"Nilsson, Mr August Ferdinand"
1069,"Nilsson, Miss Berta Olivia"
1070,"Nilsson, Miss Helmina Josefina"
1071,"Niskanen, Mr Johan"
1072,"Nosworthy, Mr Richard Cater"
1073,"Novel, Mansouer"
1074,"Nysten, Miss Anna"
1075,"Nysveen, Mr Johan H"
1076,"O'Brien, Mr Denis"
1077,"O'Brien, Mr Thomas"
1078,"O'Brien, Mrs Thomas"
1079,"O'Connell, Mr Patrick D"
1080,"O'Connor, Mr Maurice"
1081,"O'Connor, Mr Patrick"
1082,"Odahl, Mr Nils Martin"
1083,"O'Dwyer, Miss Nellie"
1084,"Ohman, Miss Velin"
1085,"O'Keefe, Mr Patrick"
1086,"OLeary, Miss Norah"
1087,"Olsen, Master Arthur"
1088,"Olsen, Mr Charlie (Carl)"
1089,"Olsen, Mr Henry Margido"
1090,"Olsen, Mr Ole M"
1091,"Olsson, Miss Elida"
1092,"Olsson, Mr Nils Johan"
1093,"Olsson, Mr Oscar Johansson"
1094,"O'Neill, Miss Bridget"
1095,"Oreskovic, Mr Jeko"
1096,"Oreskovic, Mr Luka"
1097,"Oreskovic, Mr Maria"
1098,"Osen, Mr Olof Elon"
1099,"Osman, Miss Maria"
1100,"O'Sullivan, Miss Bridget"
1101,"Panula, Mr Ernesti Arvid"
1102,"Panula, Mr Jaako Arnold"
1103,"Panula, Master Juha Niilo"
1104,"Panula, Mrs John"
1105,"Panula, Master Urho Abraham"
1106,"Panula, Master William"
1107,"Pasic, Mr Jakob"
1108,"Paulner, Mr Uscher"
1109,"Paulsson, Master Gosta Leonard"
1110,"Paulsson, Mrs Nils"
1111,"Paulsson, Master Paul Folke"
1112,"Paulsson, Miss Stina Viola"
1113,"Paulsson, Miss Torborg Danira"
1114,"Pavlovic, Mr Stefo"
1115,"Peacock, Master Alfred Edward"
1116,"Peacock, Mrs Benjamin"
1117,"Peacock, Miss Treasteall"
1118,"Pearce, Mr Ernest"
1119,"Pecruic, Mr Mate"
1120,"Pecruic, Mr Tome"
1121,"Pedersen, Mr Olaf"
1122,"Peduzzi, Mr Joseph"
1123,"Pekoniemi, Mr Edvard"
1124,"Peltomaki, Nikolai Johannes"
1125,"Perkin, Mr John Henry"
1126,"Persson, Mr Ernst Ulrik"
1127,"Peter (Joseph), Miss Mary"
1128,"Peter (Joseph), Mrs Catherine"
1129,"Peter (Joseph), Master Michael J"
1130,"Peters, Miss Katie"
1131,"Petersen, Mr Marius"
1132,"Petranec, Miss Matilda"
1133,"Petroff, Mr Nedeca"
1134,"Petroff, Mr Pentcho"
1135,"Pettersson, Miss Ellen Natalia"
1136,"Peterson, Mr Johan Emil"
1137,"Pickard (Trembisky), Mr Berk"
1138,"Plotcharsky, Mr Vasil"
1139,"Potchett, Mr George"
1140,"Radeff, Mr Alexander"
1141,"Raibid, Mr Razi"
1142,"Reed, Mr James George"
1143,"Reynolds, Mr Harold"
1144,"Rice, Master Albert"
1145,"Rice, Master Arthur"
1146,"Rice, Master George"
1147,"Rice, Master Eric"
1148,"Rice, Master Eugene"
1149,"Rice, Mrs William"
1150,"Riihiivouri, Miss Sanni"
1151,"Rintamaki, Mr Matti"
1152,"Riordan, Miss Hannah"
1153,"Risien, Mr Samuel"
1154,"Risien, Mrs Samuel"
1155,"Robins, Mr Alexander A"
1156,"Robins, Mrs Alexander A"
1157,"Rommetvedt, Mr Karl Kristian Knut"
1158,"Rogers, Mr William John"
1159,"Rosblom, Mrs Viktor"
1160,"Rosblom, Miss Salli Helena"
1161,"Rosblom, Mr Viktor Rickard"
1162,"Roth, Miss Sarah"
1163,"Rouse, Mr Richard Henry"
1164,"Rush, Mr Alfred George John"
1165,"Ryan, Mr Edward Ryan"
1166,"Ryan, Mr Patrick"
1167,"Saad, Mr Amin"
1168,"Saad, Khalil"
1169,"Sadlier, Mr Matthew"
1170,"Sadowitz, Mr Harry"
1171,"Sage, Miss Ada"
1172,"Sage, Miss Constance"
1173,"Sage, Miss Dorothy"
1174,"Sage, Mr Douglas"
1175,"Sage, Mr Frederick"
1176,"Sage, Mr George"
1177,"Sage, Mr John"
1178,"Sage, Mrs John"
1179,"Sage, Miss Stella"
1180,"Sage, Thomas (child)"
1181,"Sage, Master William"
1182,"Salander, Mr Karl Johan"
1183,"Salkjelsvik, Miss Anna"
1184,"Salonen, Mr Johan Werner"
1185,"Samaan, Mr Elias"
1186,"Samaan, Mr Hanna"
1187,"Samaan, Mr Youssef"
1188,"Sandstrom, Miss Hjalmar"
1189,"Sandstrom, Miss Beatrice Irene"
1190,"Sandstrom, Miss Marguerite Rut"
1191,"Sather, Simon Sivertsen"
1192,"Saundercock, William Henry"
1193,"Sawyer, Mr Frederick"
1194,"Scanlan, Mr James"
1195,"Sdycoff, Mr Todor"
1196,Seman Master Betros
1197,"Serota, Mr Maurice"
1198,"Shaughnesay, Mr Patrick"
1199,"Shedid (Sitik), Mr Daher (Docart)"
1200,"Sheerlinck, Mr Jean"
1201,"Shellard, Mr Frederick B"
1202,"Shine, Miss Ellen"
1203,"Shorney, Mr Charles"
1204,"Simmons, Mr John"
1205,"Sirayanian, Mr Arsun"
1206,"Sivic, Mr Husen"
1207,"Sivola, Mr Antti"
1208,"Sjoblom, Miss Anna Sofia"
1209,"Sholt, Mr Peter Andreas Lauritz Andersen"
1210,"Skinner, Mr Henry John"
1211,"Skoog, Master Harald"
1212,"Skoog, Master Karl"
1213,"Skoog, Miss Mabel"
1214,"Skoog, Miss Margit"
1215,"Skoog, Mr William"
1216,"Skoog, Mrs William"
1217,"Slabenoff, Mr Petco"
1218,"Slocovski, Mr Selman"
1219,"Smiljanovic, Mr Mile"
1220,"Smyth, Miss Julia"
1221,"Solvang, Mrs Lena Jacobsen"
1222,"Somerton, Mr Francis William"
1223,"Sop, Mr Jules"
1224,"Spector, Mr Woolf"
1225,"Staneff, Mr Ivan"
1226,"Stankovic, Mr Jovan"
1227,"Stanley, Miss Amy Zilla Elsie"
1228,"Stanley, Mr Edward Roland"
1229,"Storey, Mr Thomas"
1230,"Stoyehoff, Mr Ilia"
1231,"Strandberg, Miss Ida Sofia"
1232,"Stranden, Mr Juho"
1233,"Strilic, Mr Ivan"
1234,"Strom, Mrs Wilhelm"
1235,"Strom, Miss Telma (Selma) Matilda"
1236,"Sunderland, Mr Victor Francis"
1237,"Sundman, Mr Johan Julian"
1238,"Sutehall, Mr Henry, Jr"
1239,"Svensson, Mr Johan"
1240,"Svensson, Mr Johan Cervin"
1241,"Svensson, Mr Olof"
1242,"Tannous, Mr Thomas"
1243,"Tenglin, Mr Gunnar Isidor"
1244,"Theobald, Mr Thomas Leonard"
1245,"Thomas, Mrs Alexander"
1246,"Thomas, Master Assad Alexander"
1247,"Thomas, Mr Charles"
1248,"Thomas, Mr John, Jr"
1249,"Thomas, Mr John (? 1st/2nd class)"
1250,"Thomson, Mr Alexander"
1251,"Thorneycroft, Mr Percival"
1252,"Thorneycroft, Mrs Percival"
1253,"Tikkanen, Mr Juho"
1254,"Tobin, Mr Roger"
1255,"Todoroff, Mr Lalio"
1256,"Toerber, Mr Ernest William"
1257,"Tomlin, Mr Ernest Portage"
1258,"Torfa, Mr Assad"
1259,"Tornquist, Mr William Henry"
1260,"Touma (Thomas), Mrs Darwin"
1261,"Touma (Thomas), Master George"
1262,"Touma (Thomas), Miss Hannah"
1263,"Turcin, Mr Stefan"
1264,"Turja, Miss Anna Sofia"
1265,"Turkula, Mrs Hedvig"
1266,"Uzelas, Mr Joso"
1267,"Van Billiard, Mr Austin Blyler"
1268,"Van Billiard, Master James William"
1269,"Van Billiard, Master Walter John"
1270,"Van der Planke, Miss Augusta"
1271,"Van der Planke, Mr Jules"
1272,"Van der Planke, Mrs Jules"
1273,"Van der Planke, Mr Leon"
1274,"Van der Steen, Mr Leo Peter"
1275,"Van de Velde, Mr John Joseph"
1276,"Vandewalle, Mr Nestor Cyriel"
1277,"Van Impe, Miss Catharine"
1278,"Van Impe, Mr Jean Baptiste"
1279,"Van Impe, Mrs Jean Baptiste"
1280,"Vartunian, Mr David"
1281,"Vassilios, Mr Catavelas"
1282,"Vendel, Mr Olof Wdvin"
1283,"Vereruysse, Mr Victor"
1284,"Vestrom, Miss Hulda Amanda Adolfina"
1285,"Vonk, Mr Jenko"
1286,"Ware, Mr Frederick"
1287,"Warren, Mr Charles William"
1288,"Wazli, Mr Yousif"
1289,"Webber, Mr James"
1290,"Wennerstrom, Mr August Edvard"
1291,"Wenzel, Mr Linhart"
1292,"Widegren, Mr Charles Peter"
1293,"Wiklund, Mr Jacob Alfred"
1294,"Wilkes, Mrs Ellen"
1295,"Willer, Mr Aaron"
1296,"Willey, Mr Edward"
1297,"Williams, Mr Howard Hugh"
1298,"Williams, Mr Leslie"
1299,"Windelov, Mr Einar"
1300,"Wirz, Mr Albert"
1301,"Wiseman, Mr Phillippe"
1302,"Wittevrongel, Mr Camiel"
1303,"Yalsevac, Mr Ivan"
1304,"Yasbeck, Mr Antoni"
1305,"Yasbeck, Mrs Antoni"
1306,"Youssef, Mr Gerios"
1307,"Zabour, Miss Hileni"
1308,"Zabour, Miss Tamini"
1309,"Zakarian, Mr Artun"
1310,"Zakarian, Mr Maprieder"
1311,"Zenni, Mr Philip"
1312,"Lievens, Mr Rene"
1313,"Zimmerman, Leo"
